id,followers_count,friends_count,verified,average_tweets_per_day,account_age_days,account_type
2796874588,15,0,False,0.018,2149,bot
2838031211,521,697,False,8.151,2129,human
326953842,280209,305,False,3.689,3337,human
849762604742459392,7,58,False,0.031,1231,bot
914266687309987840,1193,206,False,124.398,1053,human
24963961,5322334,70,True,1.394,4172,human
368634756,1439860,160,True,0.533,3270,human
13691782,39314,3288,True,10.48,4564,human
40168326,6156,2336,True,4.031,4114,human
859892623,2,0,False,0.004,2876,bot
535620506,3551,563,False,6.83,3069,human
274262937,21,67,False,0.689,3430,bot
1560603559,15,2,False,0.017,2605,bot
727262258468786176,709,310,False,9.046,1569,human
3986746283,244,73,False,3.419,1766,human
101772207,1311797,388764,False,22.936,3879,bot
14478263,124303,416,False,68.885,4501,human
344779704,1077176,196,True,1.592,3308,human
499968955,671820,98,True,1.423,3100,human
14216123,1376194,632,True,24.03,4529,human
342682560,608,441,False,10.133,3311,human
772427048258265088,0,0,False,0.096,1444,human
16313297,32,147,False,0.038,4354,bot
3405310937,535,1142,False,7.347,1840,bot
2985880540,263,239,False,13.664,2038,bot
267185120,166153,2035,False,3.191,3443,human
136637409,805,1333,False,0.511,3769,human
76868578,23,0,False,0.22,3982,bot
783870956,112,116,False,0.218,2914,human
71887876,1077,2159,False,1.658,4000,human
1183640593,409,675,False,0.721,2741,human
317778962,105,606,False,0.19,3352,human
1006169108,993,992,False,13.704,2806,human
378334234,10959,174,False,21.054,3253,human
969671878909538304,81,79,False,0.101,900,human
957276583601016832,77,228,False,2.628,934,human
2585586735,4886,448,False,0.705,2266,human
1179184178,15,256,False,0.257,2742,bot
2731338836,14,0,False,0.03,2197,bot
1734929497,15,0,False,0.943,2538,bot
766974808508686336,1976699,272,True,0.847,1459,human
106228835,19475,1990,True,49.22,3865,human
93121635,480664,734,True,0.511,3917,human
19983463,3473,4516,True,0.602,4214,human
617671784,7,0,False,0.996,2977,bot
220785771,205165,15950,True,17.602,3551,bot
21032053,1298,1695,False,2.929,4201,human
70577270,527585,402,True,8.291,4005,human
63237253,159518,5514,True,13.465,4031,human
22080646,328153,1663,True,3.714,4191,human
756345996,133,200,False,1.002,2927,bot
758330866170867712,53,105,False,0.206,1483,human
754926636437352448,55,238,False,0.914,1493,bot
94170264,2306106,855,True,6.403,3912,human
875876585273831424,1,0,False,0.199,1159,bot
248048802,484,198,False,2.314,3482,human
439413930,369,214,False,1.289,3167,human
77130934,232,829,False,0.41,3981,human
944827574,27,60,False,1.284,2836,bot
3377523904,256,1108,False,0.369,1861,human
2442980549,6657,6584,False,55.95,2335,bot
138210507,145,917,False,1.447,3765,human
23041645,2844,97,False,14.845,4184,bot
1383132374,1152288,639878,True,1.244,2671,bot
50916567,2504855,148,True,115.808,4072,human
2398678233,6,0,False,0.019,2354,bot
879263611100815360,19,0,False,1.691,1150,bot
200600809,230,1189,False,0.783,3601,human
323022060,20,36,False,0.182,3344,bot
16313592,214260,14281,True,43.661,4354,bot
397470976,12,48,False,0.942,3221,bot
77393163,201,563,False,0.687,3980,human
834653529411301376,24,8,False,0.255,1273,bot
426044697,561716,526,True,2.427,3183,human
23129392,306,991,False,0.457,4183,human
114093380,207,182,False,0.486,3839,human
30731587,2172,165,False,9.189,4146,human
418442567,154,288,False,0.71,3193,human
601419082,55,0,False,1.209,2995,bot
502328667,330,507,False,3.699,3098,human
4842646876,33032,30608,False,78.29,1668,bot
399830372,797,460,False,1.823,3218,human
126676337,12831664,1060,True,5.253,3798,human
877145402415484930,1,0,False,0.13,1155,bot
185658756,786112,840,True,3.336,3639,human
170454404,4511,2035,False,0.259,3678,human
276360590,96221,600,False,1.272,3426,human
2904616336,260,529,False,0.895,2085,human
50392479,13367,500,False,18.26,4073,human
22080935,32380,2007,True,2.352,4191,human
2998463923,57,804,False,0.043,2030,bot
395374005,325,315,False,2.71,3224,human
226815417,20,0,False,0.084,3535,human
731084972145180672,1828,1170,False,5.349,1558,human
33615308,1435,1353,False,2.49,4138,human
828313423884779521,4,31,False,0.618,1290,bot
809510692181180417,0,2,False,0.0,1342,human
2756242935,624,0,False,3.151,2180,human
2444291587,33,0,False,0.055,2318,bot
1552269314,840,1725,False,4.477,2609,human
18148900,227,620,False,1.121,4264,human
1324891153,8,0,False,0.06,2694,bot
575729220,246,0,False,4.021,3023,human
1944645192,104603,28969,False,0.711,2507,human
952168021,799,1137,False,3.755,2832,human
388820571,60,0,False,0.055,3234,human
71626343,87,151,False,0.61,4001,human
269807216,28,40,False,0.837,3438,bot
879671291439173632,44,202,False,0.273,1148,bot
997133436019265536,284,763,False,19.166,824,human
1010978324569640960,7,21,False,3.013,786,bot
623701639,287,655,False,1.995,2970,human
334818973,82,314,False,2.368,3324,human
76607138,1065,1362,False,2.071,3983,human
48295596,51126,12,False,3.164,4080,human
51703470,73,85,False,1.971,4069,human
105442995,192930,421,True,6.216,3868,human
535359159,73,0,False,0.061,3069,bot
2291461825,170,75,False,2.797,2408,human
169930458,2224,4967,False,3.534,3679,human
3354455772,3517,2934,False,25.938,1819,human
816377569,23,0,False,0.033,2899,bot
23654115,75,74,False,1.131,4179,human
3391680232,12,0,False,0.724,1849,bot
92860137,2145141,103,True,86.805,3918,human
526446322,2582,3386,False,4.284,3077,human
34139895,38,124,False,1.18,4137,human
1359277818,1238379,107,True,1.994,2680,human
47509268,106967,1605,True,25.866,4082,human
890647386124468224,0,0,False,0.258,1118,human
58781466,158,178,False,3.835,4046,bot
729597720051232768,43,36,False,0.028,1563,bot
434433860,1,0,False,0.012,3173,bot
625458452,1119,1486,False,28.205,2969,bot
277826202,22,534,False,0.869,3423,bot
56684377,167,415,False,0.792,4053,human
413462363,14,268,False,0.938,3199,bot
1413803882,260,235,False,2.427,2659,bot
77131621,12,0,False,0.029,3981,bot
961966497039077376,466,9,False,7.59,921,bot
392228721,27,0,False,0.041,3229,human
862811732191965185,123,1,False,8.509,1195,bot
780428516366094336,348,89,False,10.302,1422,bot
45412239,966,800,False,4.846,4090,human
2512973712,306,721,False,4.796,2281,human
299691920,254,46,False,0.569,3382,human
1011442858530926594,29,325,False,0.245,785,human
834596691990953984,17,0,False,0.203,1273,bot
380956573,422,450,False,2.667,3248,bot
3152605091,4,0,False,0.42,1958,bot
717833223066238977,103,1,False,7.72,1595,bot
1879895982,646,2243,False,1.345,2526,human
24702915,9721367,514,True,2.706,4173,human
38858701,3,19,False,0.362,4119,bot
37285847,251,1234,False,0.925,4126,human
772395934332358656,5,0,False,0.097,1444,human
115666916,5748,996,True,2.47,3833,human
241496045,1442424,1326,True,9.404,3496,human
2998988795,8038,2657,False,32.839,2032,human
64024574,6,15,False,0.247,4028,bot
50393098,2157158,1677,True,8.616,4073,human
58524058,702,2457,False,1.404,4047,human
2790846504,557,238,False,2.449,2175,human
2582179882,3860,775,False,59.58,2267,human
877492293967773697,0,0,False,0.09,1154,bot
587526194,2239,2321,False,16.601,3010,bot
226029628,29,230,False,0.307,3537,human
253554752,1252,504,False,0.419,3470,bot
737734728,97,98,False,1.636,2936,human
71626835,863276,2384,True,2.681,4001,human
254603350,1078,735,False,43.917,3468,bot
77385415,48,79,False,0.072,3980,bot
169668714,372,433,False,1.08,3680,human
395636849,86,1310,False,0.63,3224,bot
944828137115750400,25,306,False,3.116,969,human
780536726682865664,78,586,False,0.473,1422,human
793741815337717761,5,0,False,0.023,1386,bot
119337098,241,260,False,0.871,3822,bot
1587081356,11,99,False,2.553,2595,bot
402976909,169,705,False,2.696,3213,human
827801938951409668,2,125,False,1.308,1292,bot
1523642533,141,129,False,4.198,2620,human
1153495207,2,0,False,0.11,2751,human
786377436233510912,59,351,False,0.484,1406,human
15265990,1068226,223,True,0.432,4434,human
598536390,4,0,False,0.257,2998,bot
92074188,906,1671,False,2.774,3921,human
24965332,102,359,False,0.249,4172,human
4111528153,17,41,False,2.242,1751,bot
150746683,164635,388,True,17.791,3731,human
724889846,913,312,False,0.644,2942,human
69791992,2,0,False,0.003,4008,bot
989565396461195264,708,211,False,0.723,845,human
2411262218,1,0,False,0.006,2338,bot
276885764,9470,600,False,2.704,3425,human
3078942992,982455,678666,True,21.944,1985,bot
372830486,28,102,False,0.753,3262,human
246739233,22,122,False,0.878,3484,bot
11333922,4218,2676,True,4.89,4626,human
118288671,1067985,56,True,17.874,3825,bot
2423845160,2686,61,True,1.951,2330,human
2798448936,14,425,False,0.014,2171,bot
3251433770,2,9,False,0.983,1886,bot
70054190,1053903,26439,True,7.904,4007,human
1097396526,5,43,False,0.681,2771,bot
50131260,32,249,False,0.301,4074,human
1446572342,20,0,False,0.025,2646,bot
56684856,558820,3886,False,9.756,4053,human
2166157626,27,0,False,0.041,2484,bot
47771962,546,3522,False,1.582,4081,human
2612326727,4,13,False,0.848,2256,bot
91287883,121,442,False,4.263,3925,human
68219213,71568,3190,True,8.064,4013,human
15790423,1036116,4265,True,51.794,4392,bot
253817179,18,0,False,0.01,3470,bot
373616988,6255,4067,False,23.035,3261,human
42893178,27946,28412,False,4.34,4101,human
2954424675,9,0,False,0.018,2057,bot
1049728241248874496,11,0,False,0.44,679,bot
20509044,8225,390,True,0.88,4207,human
3044602233,708,690,False,1.163,2008,human
126153086,84,243,False,0.384,3800,bot
966071649807273984,3882,4093,False,3.633,910,human
277148032,94,0,False,1.545,3424,human
1267528068,129,335,False,0.87,2714,human
474542469,3652,4982,False,27.73,3128,human
815329680,154,2960,False,0.1,2899,bot
557379987,1529872,231,True,0.715,3044,human
102560164,337,141,False,2.048,3877,bot
200077738,888,718,False,183.069,3602,bot
1173680610,15,138,False,0.667,2744,bot
795588015427125248,14,0,False,0.947,1380,bot
16577004,4727,3764,False,5.984,4337,human
994111987,233591,1818,False,31.97,2812,bot
1151660538,857,417,False,18.28,2751,human
66122244,250607,29,False,19.829,4020,human
1206972936,2183,1697,False,22.869,2735,human
3397972514,6,27,False,0.013,1815,bot
3279221294,1358,490,False,20.019,1863,human
635670819,4681,0,False,2.283,2957,bot
2853761597,2633,1,False,67.603,2118,bot
45412935,735,865,False,2.951,4090,human
758454556560793600,3448,3752,False,14.829,1483,human
253030995,4391,4212,False,2.288,3471,bot
275575393,1379391,467,True,1.227,3427,human
583594605,353,2255,False,1.962,3015,human
221573745,2593691,947,True,3.491,3549,human
95482484,2872009,696,True,5.588,3906,human
201650805,1217,693,False,13.121,3599,human
590410357,50,28,False,0.97,3007,bot
28897926,11440340,48,True,2.778,4154,human
4004311695,3,0,False,0.343,1764,bot
33092253,564,558,False,3.447,4140,human
377811616,1973,772,False,13.812,3254,human
410317479,100,140,False,3.751,3203,bot
172028587,1486,1166,False,19.295,3674,human
179106488,453,554,False,4.741,3655,human
2240344764,0,0,False,0.003,2443,bot
20771519,151783,11752,True,15.104,4204,human
71627462,344999,1195,True,39.073,4001,human
25227974,206,328,False,1.326,4171,human
1004073678,866,982,False,16.834,2807,human
152892141,146,0,False,1.301,3726,bot
2513761008,46465,275,True,0.428,2281,human
10810102,5767082,242,True,1.913,4642,human
70054648,6510,107,False,80.655,4007,human
254341885,553287,139,False,3.513,3469,human
1711600399,12,110,False,0.006,2546,bot
274002752,219,204,False,1.811,3430,human
28373832,11391,769,False,1.344,4156,human
3053515596,732,551,False,3.688,1997,human
2832528206,2281,1,False,47.346,2154,bot
533263189,27,0,False,1.263,3071,human
22344539,533,1032,False,3.691,4189,human
2462643037,2,0,False,0.445,2308,bot
49607518,41,381,False,0.086,4075,human
50393960,51496363,227,True,0.826,4073,human
183300976,612117,205,True,0.275,3645,human
456717176,551,281,False,2.662,3147,human
875136985,0,140,False,0.767,2868,bot
1427698556,708,3550,False,8.513,2653,human
779416446,703,2051,False,1.31,2916,human
877371657878290435,0,0,False,0.119,1155,bot
122483591,1183,321,False,5.483,3812,human
85521291,60,0,False,0.825,3949,bot
629732240,84,0,False,1.305,2964,bot
22344593,56,123,False,0.522,4189,human
18674588,43196,1714,True,4.15,4242,human
168883105,3731,1549,False,3.84,3682,human
1621685154,14,46,False,0.122,2581,bot
4669895593,14,60,False,0.028,1695,human
1026275264345636864,8821,384,False,3.53,744,human
222622640,65911,4937,True,23.541,3546,human
107017154,573639,1564,True,3.961,3863,human
34927577,121901,1047,True,19.214,4134,bot
416609250,365,562,False,14.138,3195,human
73200610,1196270,57,True,2.449,3995,human
132969447,22,42,False,0.723,3779,bot
301003756,28,123,False,0.999,3380,bot
554234854,894,262,False,11.746,3048,human
243332100,14,0,False,0.646,3492,bot
2270753810,1021289,195,True,0.106,2422,human
163640341,118,498,False,0.396,3696,human
3016553496,1142,2050,False,15.857,2016,human
862516250,0,0,False,0.763,2875,bot
2385835042,23,290,False,0.028,2358,bot
324596766,2,14,False,0.69,3341,bot
1239741481,17,223,False,0.026,2725,bot
26014766,1276,1004,False,6.391,4166,human
2394747956,3,0,False,0.103,2346,human
22606901,106975,1827,True,31.1,4187,bot
312276026,48,0,False,0.047,3361,human
841631441272356864,937,2042,False,5.161,1253,human
19199038,629902,885,False,0.34,4229,bot
804582468,5,17,False,0.743,2904,bot
221574226,106,260,False,8.147,3549,human
2327639124,247,43,False,6.881,2387,bot
2273637470,182,352,False,0.581,2420,human
92075109,6,0,False,0.411,3921,bot
959150052286631936,132,128,False,0.33,929,bot
1012515253672972288,1,1,False,15.022,782,human
1416688784,478,378,False,2.713,2658,human
784806259052666880,142,138,False,2.181,1410,bot
22082725,2113,1113,False,7.198,4191,human
4900058284,76593,450,True,18.829,1650,human
247002292,684,523,False,23.778,3484,human
772413849253339137,0,0,False,0.087,1444,human
252245186,638,980,True,1.219,3473,human
2298803394,931,869,False,27.716,2404,bot
175174859,45101,1142,True,3.951,3666,human
4519121,643117,596,True,1.682,4876,human
830864476190617600,14,31,False,0.357,1283,bot
432075994,726,412,False,0.369,3176,human
341636324,1578,4354,False,35.119,3313,human
250148071,59,138,False,0.843,3477,human
1154282738,342,882,False,1.411,2750,bot
174912754,11,27,False,0.434,3667,human
30471414,3384,2026,True,11.598,4147,human
437843192,80,84,False,1.105,3169,bot
210826493,25,1136,False,0.294,3578,bot
772309584610328576,0,0,False,0.193,1445,human
19199241,4806,1869,True,0.819,4229,human
42267914,18356,3243,False,22.807,4104,human
261944586,2421641,15,False,34.343,3453,bot
17102095,269,104,False,11.767,4308,human
66385167,1252953,432,False,58.044,4019,bot
24966423,13904127,3469,True,3.395,4172,human
759527715498098689,491,781,False,6.347,1480,human
870471869077389313,159,136,False,0.382,1174,human
213972256,8,0,False,0.586,3570,bot
547681571,68,200,False,0.387,3055,human
4111267104,20,46,False,1.725,1751,bot
866917940674691073,9,9,False,0.037,1184,bot
50394416,20,262,False,0.415,4073,bot
567604532,312,340,False,2.321,3032,human
821359926,3837440,89,True,1.747,2896,human
2236151100,23,47,False,0.374,2445,bot
930673998,15,78,False,0.015,2842,human
87094606,33,44,False,1.002,3942,bot
143193424,99,0,False,0.076,3751,bot
170456414,5750,993,True,7.941,3678,human
368899438,488,268,False,7.441,3269,human
26277246,9127,387,False,2.879,4165,human
1012138187576180736,94,116,False,6.626,783,human
887323107475718144,1200,902,False,3.148,1127,human
765790110117920768,3,5,False,0.381,1463,bot
2341270926,15,309,False,0.031,2379,bot
24180105,104340,2897,True,29.648,4176,bot
3333223833,26,56,False,0.159,1888,human
912383643305246721,86,502,False,1.319,1058,human
1709766050,23,2,False,0.027,2546,bot
170194342,24,0,False,0.014,3679,bot
2784294312,221,161,False,0.174,2178,human
26015153,173,130,False,0.099,4166,human
355929155,439,354,False,5.762,3291,human
483194292,17,47,False,0.742,3118,bot
73725383,92608,102673,False,24.766,3993,bot
68220362,130,349,False,0.975,4013,bot
1444214238,249,205,False,0.395,2647,human
19199474,1764,3049,False,1.374,4229,human
24704505,106623,2400,True,3.258,4173,human
2877355530,14,0,False,0.025,2124,bot
306509324,29,0,False,0.252,3371,bot
2208101904,366,1421,False,1.707,2462,human
205583893,42,0,False,0.051,3590,bot
188282409,229060,846,True,9.089,3633,human
1046541866,13,0,False,1.035,2789,bot
58521139,26831,5370,False,0.52,4047,human
2230384180,243,879,False,2.084,2436,bot
122484275,170,230,False,0.13,3812,human
144504391,84,249,False,0.931,3747,bot
912126401444237313,199,1383,False,0.002,1059,bot
929510251510026241,12,99,False,1.324,1011,human
2376660572,89,233,False,0.231,2357,human
97580638,160,0,False,0.151,3897,human
392245091,938,727,False,6.767,3229,human
876157973000724480,14415,13806,False,8.078,1158,bot
117241461,87434,628,False,2.542,3828,human
3013408373,1063,1554,False,1.455,2024,human
33093259,493,602,False,1.537,4140,human
1311045266,207,336,False,1.511,2700,human
144504466,151,148,False,0.234,3747,human
17888932,5204,438,False,2.825,4275,human
3046700708,373,580,False,0.731,1999,human
310441654,1453,569,False,23.316,3364,human
1252587218,3502,185,False,1.648,2720,human
27588309,10,22,False,0.146,4160,human
2159605466,135,413,False,5.394,2487,human
486864604,8097,1207,True,7.519,3114,human
324597468,373,872,False,1.761,3341,human
4070635240,7,0,False,0.018,1755,bot
113047276,15427,749,False,8.833,3842,human
16578300,169,0,False,0.754,4337,human
436795156,520256,207009,False,4.654,3170,human
34666297,56,154,False,0.768,4135,bot
49084221,1094,4306,False,35.721,4077,human
16316220,440,417,False,1.451,4354,bot
829341746442170369,2092,967,False,39.39,1287,human
244119373,3,189,False,0.769,3490,bot
1530459984,57299,726,True,3.467,2618,human
992840743478706176,42,62,False,0.038,836,human
18937701,528740,375,True,0.403,4235,human
4324128614,191,510,False,4.4,1731,human
138737516,102324,510,True,5.243,3763,human
11335532,2089,848,False,7.417,4626,human
272168843,1378337,426,True,2.191,3434,human
908938682568019968,23181,575,False,2.214,1068,human
352909198,252,227,False,3.617,3296,human
20772763,611094,1589,True,15.583,4204,human
15792031,122893,319,False,8.886,4392,bot
827269043795005441,1083,242,False,69.129,1293,human
60618660,4225,2170,False,39.65,4040,human
2173761470,257,291,False,0.523,2480,bot
334297027,348001,190,True,0.775,3325,human
119076814,1851357,615,False,12.139,3822,human
193787869,1084,840,False,9.435,3618,human
4034721759,463,450,False,6.001,1760,bot
475068384,6,0,False,0.016,3127,bot
17889250,1288,2547,False,2.356,4275,human
387243265,56,568,False,0.2,3237,bot
838732237004816385,10,118,False,0.013,1261,bot
477427704,268,329,False,1.025,3125,human
489748500,1440920,86,True,0.532,3111,human
3287349272,14,215,False,0.033,1855,bot
15792153,13414,2593,True,0.052,4392,human
8714272,3600,2864,False,4.267,4730,human
114096191,33742,123,False,0.561,3839,human
52230224,431220,253,False,8.138,4068,human
2470014818,252,270,False,3.553,2303,human
60817022,145245,334,False,45.192,4040,bot
18675826,97432,312,False,1.72,4242,human
2729506932,5593821,86,True,2.975,2197,human
20248699,49118,157,True,9.354,4211,human
4803852421,384,2,False,1.785,1669,bot
513020313,23,0,False,0.082,3091,human
44628109,13,81,False,0.635,4093,bot
2827286682,35,59,False,1.289,2157,human
834567392361578496,2,0,False,0.396,1273,bot
77920426,236955,1497,True,8.739,3978,human
6092972,39905,39546,True,13.953,4843,human
4638701742,283,1493,False,1.968,1700,bot
795408560,4190,1127,False,26.867,2909,human
772234693806882816,0,0,False,0.134,1445,human
386201781,97361,1223,True,3.036,3239,human
347928763,15,0,False,0.057,3303,human
317520068,212,591,False,0.205,3353,human
1063319761,103325,96628,False,81.96,2782,human
251721941,16,0,False,0.024,3474,bot
15530198,2962,719,True,1.625,4410,human
104659163,951,1001,False,3.668,3870,human
21559517,234,37,False,1.158,4195,bot
997783777,53,131,False,1.308,2810,bot
3017603308,4,734,False,0.074,2022,bot
824608611288698880,154,188,False,4.192,1300,bot
350812406,16,0,False,1.03,3299,bot
1914763518,5,9,False,1.195,2516,bot
80804103,60832,2790,True,6.514,3968,human
136902922,174,626,False,20.865,3769,human
19200271,2,0,False,0.012,4229,bot
612694289,394,747,False,0.755,2982,human
347404569,9,0,False,0.011,3304,bot
876935449,72380,174,False,5.783,2867,human
623442210,557,414,False,9.929,2971,bot
273479976,2,0,False,0.369,3431,bot
4313905456,207,179,False,0.606,1725,human
298907955,393,289,False,15.063,3384,bot
2499606857,354,482,False,1.134,2311,human
90241355,1269,1601,False,9.332,3929,human
544799064,10267,11364,False,53.895,3059,human
89979225,5158,727,True,1.971,3930,human
180681049,563,379,False,16.015,3652,human
129300827,212,1135,False,0.101,3790,human
1368455522,564,689,False,20.031,2677,human
608500070,812,718,False,26.133,2987,human
401930601,2,0,False,0.408,3215,bot
22083949,29915,32893,True,49.391,4191,human
265478268,466,872,False,8.935,3446,human
890849384044408832,1,0,False,0.198,1118,human
15792514,794,694,True,1.353,4392,human
208730498,280,1045,False,1.364,3583,human
21035409,1902006,692,True,1.658,4201,human
156039570,906,461,False,1.119,3717,human
2853501332,450,599,False,3.146,2137,bot
560789916,27,164,False,1.443,3040,bot
2951281068,30,135,False,0.339,2059,bot
864922835499843584,39,55,False,0.088,1189,human
204536240,29646,868,True,1.254,3592,human
434698674,1141743,75,True,0.515,3173,human
2197092790,267,25,False,0.054,2457,human
341375420,1242,8,False,18.076,3314,bot
112523709,2800039,374,True,52.836,3844,bot
772145002344513537,0,0,False,0.125,1445,human
201390529,307,137,False,8.07,3599,human
459602372,752509,113,True,0.205,3144,human
620034505,2659711,77,True,0.274,2974,human
2801334731,1293,933,False,67.5,2147,bot
201128401,142861,372,False,3.23,3600,human
18938334,275,4992,False,5.816,4235,human
252770784,17904,117,True,1.052,3472,human
318306798,43,72,False,0.462,3352,bot
482408944,170,290,False,1.173,3119,bot
18414066,17484,17511,False,10.895,4252,human
70580779,172,306,False,0.871,4005,human
838829083589033994,20299,19636,False,76.908,1261,bot
2987981365,339,292,False,4.678,2040,bot
281473975,1320,725,False,9.973,3416,human
218167872,1400080,280,True,0.734,3558,human
168360514,6,0,False,0.453,3684,bot
2978282051,8,0,False,0.023,2043,bot
991230536,78,161,False,0.978,2813,bot
140048972,2026968,79,True,28.015,3759,human
22346318,6515,3014,True,5.445,4189,human
2210200145,8,0,False,0.431,2448,bot
33880658,257,197,False,4.704,4137,human
437320276,1,0,False,0.066,3170,human
88930901,85,83,False,0.459,3934,human
968442791994019841,28,0,False,0.981,903,bot
894370621802631169,1,0,False,0.114,1108,human
106494599,151,399,False,0.2,3864,human
18676369,1035712,1451,True,33.203,4242,human
755396573861912576,12,89,False,2.317,1491,bot
3239115411,1722,1274,True,7.737,1931,human
544275098,5916,941,True,12.109,3059,human
3311729310,656,179,False,9.286,1835,human
170719913,1921638,43,True,1.514,3677,human
1387854511,23,24,False,1.298,2669,human
17889970,684369,75,True,0.253,4275,human
137951935,26,74,False,0.071,3766,bot
2285435588,1,0,False,0.005,2412,bot
215546567,20,0,False,0.575,3566,bot
599849679,9,61,False,1.195,2997,bot
2462644945,2105,1976,False,4.87,2308,human
75823831,4367008,1,True,0.108,3985,human
21822169,20851,3881,True,10.908,4193,human
823458524,607,378,False,0.309,2895,human
772359055889301504,0,0,False,0.098,1445,human
826079983,82,0,False,0.058,2894,bot
54065903,12,0,False,0.037,4062,human
38075125,1138,878,False,10.221,4123,human
382270207,102,167,False,0.195,3246,human
4780784385,14385,11155,False,10.657,1681,bot
781515529,29,260,False,0.019,2915,bot
262208268,36,87,False,0.105,3452,human
37026575,1841,476,False,30.491,4127,human
16579345,1189073,265,True,2.228,4337,human
394590995,661103,10001,True,3.906,3226,human
4534106901,45,0,False,0.198,1705,bot
96271153,1,0,False,0.008,3903,bot
573373251,14,0,False,0.973,3026,bot
930937674,72,144,False,1.21,2842,human
22084427,1577476,3390,True,15.085,4191,human
230488919,231,2026,False,2.765,3524,human
47774561,870,550,False,3.985,4081,human
194050922,143,1137,False,0.678,3618,human
481098606,65,0,False,0.047,3121,human
979167878665584640,73,315,False,0.525,874,human
974838878317166592,171,741,False,11.042,886,human
2914057079,442,464,False,55.453,2078,human
105970552,1153,361,False,14.838,3866,human
1595472769,5,12,False,0.769,2592,bot
1891171214,230467,21116,False,68.597,2523,bot
21822353,1920,2267,False,4.783,4193,human
497351578,328,0,False,6.605,3103,human
490535839,17661,483,False,3.676,3110,human
840194109017075714,2236,2460,False,83.817,1257,bot
335870887,165,295,False,12.151,3322,human
720604787373281280,1,25,False,1.104,1587,bot
928054190,1209,1702,False,1.982,2843,human
18938807,134478,2593,True,26.25,4235,human
29948870,2815,4575,False,12.64,4150,human
1337785291,12680017,85,True,0.785,2689,human
507313103,223,813,False,1.62,3094,bot
495778795,25,127,False,0.81,3105,human
157088760,124973,1591,True,4.386,3714,human
52755452,106881,3414,True,14.164,4066,human
277937150,16,1279,False,0.264,3423,bot
613481478,34,57,False,1.059,2981,bot
47774742,2393,0,False,2.051,4081,human
224721943,352737,719,False,2.743,3540,human
36240413,887977,937,True,3.173,4130,human
22346782,2214,1879,False,7.715,4189,human
53804061,333,2870,False,0.074,4063,human
2348612642,76,0,False,1.598,2374,bot
875829493620977664,1,0,False,0.245,1159,bot
938804685045141504,0,0,False,0.013,985,bot
971462834411442176,151,1715,False,0.05,895,bot
275315776,19173,705,True,0.856,3428,human
890856123766640640,0,0,False,0.208,1118,human
2471033924,1516,2515,False,18.502,2302,human
1964571728,11341264,68,True,0.865,2498,human
190905427,153015,1077,True,11.628,3626,human
827371078200619008,13,0,False,1.571,1293,bot
2506947680,662577,145,True,0.178,2284,human
771913271834140672,12,37,False,0.921,1446,bot
2960981093,4222,4640,False,0.108,2053,bot
505216105,434,701,False,3.646,3096,human
37289070,17965,14496,False,23.415,4126,human
170196083,305,1087,False,0.168,3679,bot
912104726770049025,78,12,False,7.58,1059,bot
197721210,35,74,False,0.636,3609,human
120650877,137,1394,False,1.004,3818,human
296025217,1211,2550,False,1.333,3389,human
785939475775893504,7,5,False,7.679,1407,bot
514391206,1123,1494,False,3.821,3089,human
2854812851,120,161,False,0.225,2117,human
1685912780,107,124,False,0.103,2555,human
2811559122,1052219,386,True,212.272,2164,bot
1592851670,1939,4,False,9.221,2593,bot
323288281,23,28,False,0.894,3343,human
3320642779,352,357,False,3.149,1826,human
765928873225838592,10,29,False,0.91,1462,bot
776206273893326848,4,0,False,0.218,1434,human
1095040237,0,0,False,0.008,2771,bot
1135410416,10,94,False,1.174,2757,bot
2750217476,14,0,False,0.812,2190,bot
399834377,293,659,False,0.765,3218,human
47250700,508,3298,False,1.359,4083,human
118816022,489,1006,False,0.577,3823,human
1517092117,2,15,False,0.725,2622,bot
2658729240,7,21,False,0.682,2223,bot
348192031,166,0,False,1.5,3303,human
395640096,35,441,False,0.047,3224,human
292355373,289,0,False,0.97,3395,bot
120388905,359,407,False,1.92,3819,bot
27589941,121194,446,True,12.916,4160,human
27065661,65688,315,True,2.15,4162,human
733860272260055040,13972,12207,False,61.904,1551,human
747833144124964864,16,152,False,0.899,1512,bot
992839373405093888,1519,3373,False,6.573,836,bot
533790045,6787,721,False,1.988,3071,human
1069794876,773,337,False,1.978,2780,human
852032870,475,355,False,9.247,2881,human
556072297,618,438,False,0.955,3045,human
173866347,30,34,False,0.758,3669,bot
200867184,603,444,False,2.816,3600,human
1416691074,368,343,False,14.538,2658,human
156040579,88791,12401,False,3.423,3717,human
286064020,3482567,109,True,4.989,3407,human
1895890326,216,0,False,2.046,2522,human
574684578,15621,3475,True,30.804,3024,human
188546474,4,21,False,0.753,3632,bot
1182858692,11,24,False,0.023,2741,human
2406546896,1448664,207,True,27.452,2341,bot
14745059,95724,2184,True,37.429,4481,human
189857251,94,219,False,1.34,3628,human
1894579686,2508,2236,False,26.483,2522,human
135593450,143,317,False,0.607,3772,human
262471147,8719,883,True,5.781,3452,human
135069164,1505,797,False,70.529,3774,bot
523566588,4,8,False,0.397,3080,bot
29949435,2995726,9461,True,16.424,4150,human
2201288194,673,1028,False,32.936,2454,human
40697346,342,488,False,3.921,4111,human
1451818506,18,80,False,0.231,2644,bot
110427659,188,177,False,2.259,3851,human
